Latitude,Longitude,Type,Depth,Magnitude,Date,Time,Area,Year,Month,Day
-21.216,-179.255,Earthquake,632.8,6.0,2000-01-15,12:49:45,,2000,1,15
-18.28,-178.281,Earthquake,632.2,5.5,1992-08-01,06:06:45,,1992,8,1
50.073,147.704,Earthquake,631.9,5.5,2005-11-23,19:33:45,,2005,11,23
-7.221,120.792,Earthquake,631.7,6.4,1969-05-13,14:30:22,,1969,5,13
-4.386,106.879,Earthquake,631.4,5.5,1985-03-08,00:24:42,,1985,3,8
-13.841,-67.553,Earthquake,631.3,8.2,1994-06-09,00:33:16,,1994,6,9
-26.559,178.158,Earthquake,631.1,5.9,2001-09-26,21:31:12,,2001,9,26
-7.291,120.385,Earthquake,631.0,5.8,1973-06-14,11:02:47,,1973,6,14
-21.188,-179.044,Earthquake,631.0,5.6,1975-08-16,07:24:17,,1975,8,16
-18.341,-178.104,Earthquake,631.0,5.6,1993-07-23,16:38:37,,1993,7,23
-18.218,-178.43,Earthquake,630.7,5.5,1993-03-13,03:03:06,,1993,3,13
-13.303,171.408,Earthquake,630.0,5.8,1967-02-14,05:02:39,,1967,2,14
-22.479,-179.503,Earthquake,629.6,5.5,1983-12-08,11:01:21,,1983,12,8
7.478,123.809,Earthquake,628.8,5.9,1972-10-01,23:49:38,,1972,10,1
-18.029,-178.457,Earthquake,628.7,5.7,1988-04-28,22:41:09,,1988,4,28
-21.178,-179.124,Earthquake,628.2,6.6,2000-12-18,01:19:22,,2000,12,18
-5.731,110.364,Earthquake,628.2,6.0,1994-09-28,17:33:58,,1994,9,28
-21.263,-179.234,Earthquake,628.2,5.6,2000-11-13,23:17:28,,2000,11,13
-21.468,-179.292,Earthquake,628.0,5.5,1976-01-31,08:22:07,,1976,1,31
-7.072,124.152,Earthquake,627.9,6.0,1986-05-27,08:54:07,,1986,5,27
-18.209,-178.409,Earthquake,627.8,5.5,1991-06-11,14:32:48,,1991,6,11
-19.842,-178.401,Earthquake,627.6,6.2,2002-10-17,04:23:56,,2002,10,17
-6.096,111.673,Earthquake,627.3,5.6,1982-01-27,21:46:24,,1982,1,27
52.873,152.534,Earthquake,627.1,5.6,1996-10-08,07:52:58,,1996,10,8
-19.216,-178.378,Earthquake,627.0,5.5,1983-12-08,02:19:11,,1983,12,8
-18.247,-178.534,Earthquake,626.6,5.9,2002-12-28,03:20:44,,2002,12,28
-17.936,-179.399,Earthquake,626.5,5.5,2009-08-16,22:03:09,,2009,8,16
-21.059,-179.062,Earthquake,625.4,5.7,2004-11-18,12:27:07,,2004,11,18
-21.222,-179.287,Earthquake,625.3,5.6,2012-07-20,14:03:14,,2012,7,20
-21.149,-179.093,Earthquake,625.0,6.7,1966-03-17,15:50:33,,1966,3,17
6.125,123.288,Earthquake,625.0,5.7,1971-12-31,22:37:27,,1971,12,31
-26.569,178.336,Earthquake,624.7,6.8,1997-09-04,04:23:37,,1997,9,4
-21.503,-179.388,Earthquake,624.7,5.7,2013-02-26,19:57:56,,2013,2,26
-6.046,112.138,Earthquake,624.6,6.7,1992-09-02,05:50:02,,1992,9,2
-21.011,-178.981,Earthquake,624.6,6.6,1985-08-28,20:50:48,,1985,8,28
4.596,122.662,Earthquake,624.6,5.8,1981-10-17,20:04:15,,1981,10,17
-18.24,-178.208,Earthquake,624.6,5.7,1987-07-29,20:37:13,,1987,7,29
52.235,151.444,Earthquake,624.0,6.7,2013-05-24,14:56:31,,2013,5,24
-21.04,-179.11,Earthquake,623.9,5.9,1998-10-11,12:04:55,,1998,10,11
-20.917,-178.645,Earthquake,623.0,6.6,1988-03-10,10:25:05,,1988,3,10
8.017,124.075,Earthquake,623.0,5.6,1975-02-23,02:58:41,,1975,2,23
-20.123,-178.77,Earthquake,622.9,5.6,1995-04-03,15:43:47,,1995,4,3
-5.923,112.997,Earthquake,622.8,6.5,1970-02-13,15:43:28,,1970,2,13
-20.068,-178.71,Earthquake,622.6,6.6,2004-11-17,21:09:13,,2004,11,17
-20.615,-178.837,Earthquake,622.6,5.6,2004-03-05,06:00:22,,2004,3,5
-9.964,-70.9714,Earthquake,622.54,6.4,2016-12-18,13:30:11,,2016,12,18
-20.908,-179.125,Earthquake,622.5,5.6,2001-10-22,06:46:48,,2001,10,22
-20.726,177.814,Earthquake,622.5,5.5,1986-05-26,19:48:36,,1986,5,26
-17.995,-179.59,Earthquake,622.4,6.1,2006-02-24,14:15:45,,2006,2,24
50.205,147.727,Earthquake,622.3,5.6,1982-11-27,09:55:39,,1982,11,27
-21.48,-179.38,Earthquake,622.3,5.5,2009-03-20,12:26:03,,2009,3,20
-14.029,170.753,Earthquake,621.9,5.7,1992-12-14,07:41:00,,1992,12,14
-18.096,-178.979,Earthquake,621.8,6.2,1965-12-25,02:57:59,,1965,12,25
-17.9261,-179.49,Earthquake,621.76,5.5,2014-12-27,18:53:47,,2014,12,27
-22.25,-179.577,Earthquake,621.6,5.5,2006-07-29,02:03:33,,2006,7,29
-21.138,-179.015,Earthquake,621.5,5.5,1984-09-05,08:18:13,,1984,9,5
-7.028,117.089,Earthquake,621.4,5.5,1999-03-24,20:32:59,,1999,3,24
-21.029,-179.204,Earthquake,621.3,5.6,1997-11-04,10:40:43,,1997,11,4
-26.354,178.221,Earthquake,621.2,6.2,1999-04-09,12:16:02,,1999,4,9
-19.746,-178.538,Earthquake,621.2,5.6,1970-03-04,06:31:56,,1970,3,4
-20.991,-179.016,Earthquake,621.1,6.3,2002-10-04,19:05:49,,2002,10,4
-27.431,178.304,Earthquake,621.0,5.5,1980-02-27,03:05:28,,1980,2,27
-10.0598,-71.0184,Earthquake,620.56,7.6,2015-11-24,22:50:54,,2015,11,24
-22.201,179.25,Earthquake,620.4,6.5,2002-06-30,21:29:36,,2002,6,30
-7.191,122.715,Earthquake,620.3,5.8,1989-07-25,21:54:23,,1989,7,25
-21.088,-178.867,Earthquake,620.2,5.6,1990-11-29,00:40:32,,1990,11,29
6.74,123.378,Earthquake,620.0,6.6,2009-10-04,10:58:00,,2009,10,4
-20.752,-178.632,Earthquake,619.9,5.8,1981-10-07,03:02:13,,1981,10,7
-13.63,173.055,Earthquake,619.8,5.6,1986-09-24,14:19:38,,1986,9,24
-22.66,179.112,Earthquake,619.6,5.5,2009-08-08,21:53:05,,2009,8,8
-21.46,-179.336,Earthquake,619.3,5.5,1988-04-11,22:36:25,,1988,4,11
-21.092,-179.108,Earthquake,619.3,5.5,2001-09-13,03:48:32,,2001,9,13
-6.799,118.853,Earthquake,619.1,6.2,1968-05-24,15:43:56,,1968,5,24
-22.836,178.933,Earthquake,618.8,6.0,2002-09-08,13:15:56,,2002,9,8
-21.104,-179.1,Earthquake,618.6,5.5,2002-08-22,23:58:09,,2002,8,22
-21.793,-179.387,Earthquake,618.3,6.1,1995-10-29,19:40:58,,1995,10,29
-21.094,-178.934,Earthquake,618.2,5.6,1981-02-06,07:23:07,,1981,2,6
6.548,123.222,Earthquake,618.0,6.6,2010-07-29,07:31:56,,2010,7,29
-21.555,-179.361,Earthquake,617.7,5.6,2007-08-02,15:11:43,,2007,8,2
-29.25,178.355,Earthquake,617.3,5.7,1997-10-08,10:47:50,,1997,10,8
-20.642,-178.544,Earthquake,617.2,5.6,1995-09-18,20:22:14,,1995,9,18
-26.574,178.309,Earthquake,617.0,5.6,1976-06-03,13:45:44,,1976,6,3
-18.279,-177.874,Earthquake,616.9,5.8,1993-10-27,21:16:49,,1993,10,27
-22.756,179.249,Earthquake,616.8,5.7,1993-03-31,03:42:08,,1993,3,31
-20.941,-178.928,Earthquake,616.7,5.5,2003-08-05,04:45:39,,2003,8,5
-7.019,116.983,Earthquake,616.5,5.8,2011-11-28,09:13:11,,2011,11,28
3.09,122.005,Earthquake,616.3,5.8,1992-07-12,23:41:00,,1992,7,12
-21.552,-179.332,Earthquake,616.3,5.7,1990-06-29,03:53:29,,1990,6,29
-22.438,179.527,Earthquake,616.0,5.6,1975-05-29,06:42:13,,1975,5,29
-18.104,-178.333,Earthquake,616.0,5.6,1993-08-05,12:42:44,,1993,8,5
-19.8015,-178.4001,Earthquake,615.42,6.9,2014-07-21,14:54:41,,2014,7,21
-20.809,-178.676,Earthquake,615.3,5.6,1972-07-16,00:29:19,,1972,7,16
-20.828,-178.801,Earthquake,615.3,5.5,1982-07-05,21:22:27,,1982,7,5
-4.054,123.149,Earthquake,615.0,5.7,1979-05-13,17:30:57,,1979,5,13
-22.082,-179.556,Earthquake,614.6,5.5,1991-02-13,14:54:14,,1991,2,13
-20.358,-178.668,Earthquake,614.5,5.8,2004-12-24,13:39:44,,2004,12,24
-26.373,178.281,Earthquake,614.2,5.5,2002-01-04,08:44:20,,2002,1,4
-8.87,-71.356,Earthquake,614.1,5.6,1984-01-17,03:32:08,,1984,1,17
6.1572,123.1261,Earthquake,614.0,6.6,2014-12-02,05:11:31,,2014,12,2
-4.8626,108.1627,Earthquake,614.0,6.6,2016-10-19,00:26:01,,2016,10,19
-7.478,119.905,Earthquake,614.0,6.4,1976-01-23,05:45:31,,1976,1,23
-27.952,-62.972,Earthquake,614.0,6.1,1977-10-22,17:57:17,,1977,10,22
-20.943,-178.863,Earthquake,614.0,5.9,1981-11-25,23:51:17,,1981,11,25
-7.455,120.646,Earthquake,613.9,5.5,1986-03-21,21:35:36,,1986,3,21
53.424,152.762,Earthquake,613.8,5.9,1997-12-20,13:26:32,,1997,12,20
-25.398,178.101,Earthquake,613.5,5.9,1990-05-17,15:59:57,,1990,5,17
-18.858,-178.371,Earthquake,613.1,5.8,2007-03-23,22:30:55,,2007,3,23
-7.273,122.281,Earthquake,613.0,5.6,1988-03-10,07:58:21,,1988,3,10
18.823,145.042,Earthquake,612.4,6.1,1995-08-24,07:54:43,,1995,8,24
-21.038,-178.855,Earthquake,612.2,5.6,1990-06-19,19:07:48,,1990,6,19
-22.234,-179.613,Earthquake,612.2,5.5,2009-06-08,04:33:19,,2009,6,8
-20.325,-178.595,Earthquake,612.1,5.9,2011-07-22,06:56:41,,2011,7,22
-18.018,-178.408,Earthquake,612.0,5.5,2006-03-02,15:24:57,,2006,3,2
-21.973,-179.589,Earthquake,611.9,5.6,1997-02-23,19:55:00,,1997,2,23
6.545,123.431,Earthquake,611.5,5.8,2010-07-23,22:57:41,,2010,7,23
-20.842,-178.723,Earthquake,611.5,5.6,2003-12-03,07:33:57,,2003,12,3
-17.735,-179.733,Earthquake,611.4,5.9,2008-06-15,01:13:12,,2008,6,15
-18.015,-178.49,Earthquake,611.3,5.5,1987-05-17,11:48:08,,1987,5,17
-22.542,179.048,Earthquake,611.0,6.3,1998-01-27,19:55:01,,1998,1,27
-17.755,-178.126,Earthquake,611.0,5.5,1985-05-18,05:09:24,,1985,5,18
-22.12,-179.466,Earthquake,610.8,5.5,1996-02-19,23:28:06,,1996,2,19
-22.411,179.035,Earthquake,610.1,6.5,1998-01-27,21:05:44,,1998,1,27
-20.959,-178.945,Earthquake,610.1,5.5,1986-02-14,18:01:18,,1986,2,14
18.747,145.112,Earthquake,610.0,5.7,1972-07-03,01:19:27,,1972,7,3
-20.613,-178.825,Earthquake,610.0,5.5,1973-04-15,06:10:51,,1973,4,15
36.965,-3.542,Earthquake,609.8,6.3,2010-04-11,22:08:13,,2010,4,11
-28.384,-62.943,Earthquake,609.8,6.1,2000-04-23,17:01:17,,2000,4,23
-21.039,-178.942,Earthquake,609.7,6.3,1989-04-16,19:48:15,,1989,4,16
-25.511,178.331,Earthquake,609.6,5.7,1997-08-26,15:22:09,,1997,8,26
-22.19,-179.579,Earthquake,609.0,5.5,1979-07-08,08:55:48,,1979,7,8
-28.042,-63.008,Earthquake,608.8,5.9,1983-12-21,12:15:07,,1983,12,21
-28.307,-62.99,Earthquake,608.5,7.0,2000-04-23,09:27:23,,2000,4,23
-7.125,-71.638,Earthquake,608.5,6.3,1986-03-26,22:06:58,,1986,3,26
-7.304,120.151,Earthquake,608.5,5.5,1984-03-18,02:17:10,,1984,3,18
-21.596,-179.295,Earthquake,608.5,5.5,1984-11-16,03:54:13,,1984,11,16
-19.826,-178.239,Earthquake,608.4,5.6,2009-08-15,23:30:19,,2009,8,15
-20.993,-179.109,Earthquake,608.1,6.5,2001-09-12,08:48:37,,2001,9,12
-17.899,-178.645,Earthquake,608.1,5.6,2000-04-01,12:10:50,,2000,4,1
-17.917,-64.095,Earthquake,608.0,5.8,2009-11-13,07:27:13,,2009,11,13
-21.088,-178.988,Earthquake,607.9,5.6,1985-11-27,04:18:04,,1985,11,27
-21.971,-179.606,Earthquake,607.8,5.7,1998-04-28,15:44:06,,1998,4,28
-4.775,148.922,Earthquake,607.5,5.5,2008-06-20,03:16:02,,2008,6,20
-20.083,-178.318,Earthquake,607.4,5.6,1985-08-06,00:14:36,,1985,8,6
4.209,122.641,Earthquake,607.4,5.5,1983-01-24,08:43:03,,1983,1,24
3.722,122.431,Earthquake,607.2,5.7,1996-02-07,21:27:47,,1996,2,7
6.718,123.409,Earthquake,607.1,7.3,2010-07-23,22:08:11,,2010,7,23
-20.856,-179.008,Earthquake,607.0,5.6,2004-03-08,22:49:33,,2004,3,8
-20.6741,-178.8113,Earthquake,606.87,5.9,2014-03-23,04:31:02,,2014,3,23
-18.105,-178.333,Earthquake,606.7,5.6,1983-11-23,05:48:34,,1983,11,23
-22.264,-179.582,Earthquake,606.4,5.6,2007-07-01,10:21:59,,2007,7,1
-22.113,-179.577,Earthquake,606.4,5.5,1996-10-07,09:23:57,,1996,10,7
-10.5372,-70.9437,Earthquake,606.21,7.6,2015-11-24,22:45:39,,2015,11,24
-22.264,-179.493,Earthquake,606.2,5.7,2007-08-11,18:04:53,,2007,8,11
9.994,124.249,Earthquake,606.0,5.6,1982-01-14,11:36:04,,1982,1,14
-20.672,-178.766,Earthquake,605.9,6.1,1970-01-28,23:06:02,,1970,1,28
-26.271,178.273,Earthquake,605.8,5.7,1994-02-16,03:48:52,,1994,2,16
49.037,141.847,Earthquake,605.7,7.2,1990-05-12,04:50:09,,1990,5,12
6.684,123.571,Earthquake,605.3,5.5,2010-07-23,22:19:35,,2010,7,23
-20.766,-178.761,Earthquake,605.2,5.7,1995-05-16,04:33:46,,1995,5,16
-21.678,-179.392,Earthquake,605.1,6.4,1970-06-28,11:09:53,,1970,6,28
-22.18,-179.575,Earthquake,605.1,5.7,1993-12-10,06:31:54,,1993,12,10
18.586,145.303,Earthquake,605.0,6.1,1970-05-10,20:05:17,,1970,5,10
-20.969,-178.984,Earthquake,605.0,5.9,1972-11-09,08:09:44,,1972,11,9
-6.029,124.686,Earthquake,605.0,5.5,1973-11-04,12:02:09,,1973,11,4
-22.209,-179.499,Earthquake,605.0,5.5,1980-01-15,04:25:46,,1980,1,15
-17.955,-178.546,Earthquake,604.9,5.7,1996-05-14,12:36:59,,1996,5,14
-25.516,178.046,Earthquake,604.6,6.4,2000-06-14,02:15:26,,2000,6,14
-28.676,-62.929,Earthquake,604.5,6.4,1987-10-27,21:58:17,,1987,10,27
-17.929,-178.586,Earthquake,604.4,5.5,1986-03-29,14:17:59,,1986,3,29
-21.683,-179.211,Earthquake,604.4,5.5,2007-05-13,03:36:15,,2007,5,13
-21.495,-179.352,Earthquake,604.2,6.0,2008-02-01,12:10:06,,2008,2,1
-18.014,-178.379,Earthquake,604.0,5.8,1977-01-21,06:11:06,,1977,1,21
-22.053,-179.461,Earthquake,604.0,5.7,2001-06-14,12:27:04,,2001,6,14
-18.173,-177.76,Earthquake,604.0,5.5,1976-10-19,12:55:30,,1976,10,19
-20.733,-178.698,Earthquake,603.6,6.0,1968-10-12,19:17:42,,1968,10,12
-7.123,123.29,Earthquake,603.6,5.5,1987-09-10,02:26:23,,1987,9,10
-20.799,-178.826,Earthquake,603.2,6.2,2010-08-16,19:35:49,,2010,8,16
-17.941,-179.531,Earthquake,602.9,6.0,2011-10-27,00:15:25,,2011,10,27
-9.1825,-71.2574,Earthquake,602.75,6.7,2015-11-26,05:45:18,,2015,11,26
-21.734,-179.465,Earthquake,602.7,5.7,1999-03-06,20:28:54,,1999,3,6
-9.063,-71.295,Earthquake,602.6,6.1,1997-03-25,16:44:33,,1997,3,25
4.983,123.158,Earthquake,602.5,5.7,2002-12-21,17:41:14,,2002,12,21
-8.108,-71.402,Earthquake,602.4,5.6,2009-01-29,22:28:06,,2009,1,29
18.728,145.288,Earthquake,602.2,6.8,2013-05-14,00:32:26,,2013,5,14
18.847,145.123,Earthquake,602.2,5.8,1995-08-24,06:28:55,,1995,8,24
-17.909,-178.612,Earthquake,602.0,6.0,1974-10-21,04:12:29,,1974,10,21
-22.13,-179.61,Earthquake,602.0,5.8,2012-05-29,03:33:25,,2012,5,29
-13.881,172.611,Earthquake,602.0,5.5,1974-05-04,12:47:28,,1974,5,4
-21.385,-179.158,Earthquake,602.0,5.5,1974-08-10,11:22:26,,1974,8,10
-21.983,-179.584,Earthquake,602.0,5.5,2003-08-28,20:39:47,,2003,8,28
-20.7074,-178.6609,Earthquake,601.97,5.7,2013-12-17,17:02:02,,2013,12,17
-28.19,-63.172,Earthquake,601.9,6.9,1983-12-21,12:05:06,,1983,12,21
-13.723,171.926,Earthquake,601.9,5.6,1989-04-15,23:48:37,,1989,4,15
7.319,123.765,Earthquake,601.7,5.8,2010-07-23,22:59:49,,2010,7,23
-22.06,-179.56,Earthquake,601.5,5.8,1986-02-20,12:16:42,,1986,2,20
-17.159,-64.141,Earthquake,601.4,5.9,1990-02-27,09:28:54,,1990,2,27
-19.634,-178.106,Earthquake,601.4,5.6,1995-01-03,06:49:20,,1995,1,3
-5.661,124.831,Earthquake,601.3,5.9,1984-04-01,09:59:01,,1984,4,1
-21.811,-179.353,Earthquake,601.2,5.6,2010-12-11,13:43:21,,2010,12,11
-28.879,-63.069,Earthquake,601.2,5.5,2002-11-29,06:18:10,,2002,11,29
18.524,145.281,Earthquake,601.0,6.1,1979-10-17,05:43:03,,1979,10,17
-17.837,-178.677,Earthquake,601.0,5.9,2009-01-27,06:29:13,,2009,1,27
6.83,123.576,Earthquake,601.0,5.8,1977-11-21,11:39:40,,1977,11,21
-6.087,113.05,Earthquake,600.9,6.0,1992-12-27,21:49:04,,1992,12,27
-28.501,-63.096,Earthquake,600.5,6.9,1994-05-10,06:36:28,,1994,5,10
-9.163,-71.274,Earthquake,600.4,7.0,1967-02-15,16:11:12,,1967,2,15
-19.2592,-63.9189,Earthquake,600.21,5.6,2014-01-27,16:42:38,,2014,1,27
-19.729,-178.12,Earthquake,600.1,5.7,1992-02-04,13:04:46,,1992,2,4
-21.4,-179.243,Earthquake,600.0,5.7,1972-04-24,02:04:24,,1972,4,24
-22.178,-179.492,Earthquake,600.0,5.7,1972-11-26,04:22:52,,1972,11,26
-20.418,-178.572,Earthquake,600.0,5.6,1977-10-30,06:25:30,,1977,10,30
-19.718,-179.097,Earthquake,600.0,5.6,1996-09-08,11:42:52,,1996,9,8
-20.397,-178.743,Earthquake,600.0,5.6,1997-11-03,05:37:49,,1997,11,3
-20.393,-178.427,Earthquake,600.0,5.6,2003-01-20,18:43:53,,2003,1,20
18.792,145.247,Earthquake,600.0,5.5,1995-11-14,15:14:04,,1995,11,14
-18.41,-177.774,Earthquake,600.0,5.5,1996-11-30,22:14:31,,1996,11,30
-13.983,170.307,Earthquake,600.0,5.5,1996-12-02,21:25:28,,1996,12,2
-21.893,-179.445,Earthquake,600.0,5.5,2002-08-19,11:45:29,,2002,8,19
-9.196,-71.23,Earthquake,599.9,6.6,1985-05-01,13:27:56,,1985,5,1
-22.303,179.613,Earthquake,599.9,5.6,1999-12-10,03:34:45,,1999,12,10
-21.721,-179.347,Earthquake,599.8,5.6,1995-09-12,14:23:33,,1995,9,12
18.957,144.958,Earthquake,599.4,5.9,2002-01-07,13:26:26,,2002,1,7
-17.871,179.849,Earthquake,599.3,6.3,1993-04-24,09:54:21,,1993,4,24
-22.23,179.639,Earthquake,599.3,5.9,1991-08-28,21:32:35,,1991,8,28
-20.597,-178.574,Earthquake,599.3,5.5,1990-12-21,11:38:18,,1990,12,21
